ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,CNT_CREDIT_INQUIRIES,EXISTING_LOAN_BALANCE
5003745,M,N,Y,543600.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-22725,-5184,1,80600.0
5003746,F,Y,N,260800.0,Working,Secondary / secondary special,Married,House / apartment,-23485,-8305,1,151900.0
5003747,F,Y,N,307200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24222,-1638,1,13300.0
5003748,F,Y,N,256800.0,Working,Secondary / secondary special,Married,With parents,-19352,-5412,1,0.0
5003749,F,Y,Y,294300.0,Working,Secondary / secondary special,Married,Municipal apartment,-20906,-12316,2,172800.0
5003750,F,N,Y,229700.0,Working,Secondary / secondary special,Married,House / apartment,-22017,-9713,1,0.0
5003751,F,Y,Y,252900.0,Working,Secondary / secondary special,Married,Municipal apartment,-18981,-1453,3,0.0
5003752,M,Y,Y,233100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13339,-5761,0,207900.0
5003753,F,Y,Y,162900.0,State servant,Secondary / secondary special,Married,House / apartment,-10354,-2631,0,0.0
5003754,M,N,Y,215800.0,Pensioner,Higher education,Married,House / apartment,-11743,365243,1,110300.0
5003755,M,N,Y,253300.0,State servant,Secondary / secondary special,Married,House / apartment,-22097,-6719,1,62100.0
5003756,M,Y,Y,233500.0,Working,Higher education,Married,Municipal apartment,-19619,-9084,1,0.0
5003757,M,Y,N,105500.0,State servant,Higher education,Civil marriage,House / apartment,-15494,-1692,3,21900.0
5003758,F,Y,Y,112800.0,Pensioner,Higher education,Single / not married,House / apartment,-8175,365243,4,56900.0
5003759,F,N,Y,379600.0,Working,Secondary / secondary special,Married,House / apartment,-12240,-3200,3,270900.0
5003760,M,Y,Y,189500.0,Working,Higher education,Married,Municipal apartment,-20183,-8478,1,0.0
5003761,F,N,Y,295900.0,Working,Secondary / secondary special,Married,Rented apartment,-16466,-9190,1,312100.0
5003762,F,N,Y,128000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15146,-743,1,147800.0
5003763,M,N,N,105800.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-13055,365243,3,23200.0
5003764,F,Y,N,144900.0,Commercial associate,Incomplete higher,Married,With parents,-18089,-4429,0,0.0
5003765,M,N,Y,197600.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-24259,-13698,4,166900.0
5003766,F,N,Y,158400.0,Working,Higher education,Married,Rented apartment,-23139,-3316,0,0.0
5003767,F,Y,Y,421900.0,Working,Secondary / secondary special,Single / not married,With parents,-8193,-1350,1,0.0
5003768,M,N,N,241600.0,Working,Higher education,Widow,House / apartment,-15926,-197,2,273700.0
5003769,M,Y,Y,556800.0,Pensioner,Higher education,Married,House / apartment,-13326,365243,0,0.0
5003770,F,Y,Y,270400.0,Working,Incomplete higher,Married,House / apartment,-16435,-433,2,0.0
5003771,F,Y,N,66100.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-18076,-3891,2,35100.0
5003772,M,N,N,374600.0,Working,Higher education,Married,House / apartment,-11104,-3523,1,178600.0
5003773,F,N,N,103800.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,-21087,-1675,0,50000.0
5003774,F,N,N,247900.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-15825,-3654,1,97500.0
5003775,F,Y,N,150000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-24699,-2079,2,94400.0
5003776,F,N,Y,644900.0,Working,Higher education,Married,House / apartment,-8101,-483,1,238000.0
5003777,F,Y,Y,453700.0,Working,Secondary / secondary special,Married,House / apartment,-10927,-2280,0,77600.0
5003778,F,N,N,152400.0,Working,Higher education,Civil marriage,House / apartment,-19508,-4252,2,27200.0
5003779,F,Y,N,207300.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19604,365243,1,172700.0
5003780,M,Y,N,249600.0,Working,Secondary / secondary special,Married,Municipal apartment,-17664,-2494,1,98700.0
5003781,M,N,Y,340200.0,Working,Secondary / secondary special,Married,House / apartment,-24355,-5859,1,80400.0
5003782,M,Y,Y,224100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14799,-5821,0,50200.0
5003783,F,N,Y,132300.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14829,-1146,1,118000.0
5003784,F,N,Y,154300.0,State servant,Higher education,Single / not married,House / apartment,-23300,-7101,2,162900.0
5003785,M,N,Y,220400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16913,365243,0,41100.0
5003786,F,N,N,409500.0,Working,Higher education,Married,With parents,-13742,-2101,1,0.0
5003787,F,N,Y,273600.0,Pensioner,Higher education,Civil marriage,House / apartment,-20012,365243,2,0.0
5003788,M,Y,N,150100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18307,-4556,2,0.0
5003789,F,N,N,305500.0,Working,Secondary / secondary special,Married,House / apartment,-12930,-5254,1,318300.0
5003790,M,N,Y,182000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12784,365243,1,0.0
5003791,M,Y,Y,344800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14461,-7345,0,0.0
5003792,F,Y,Y,781500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8899,-703,1,811600.0
5003793,F,N,N,184600.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-23851,-9271,1,0.0
5003794,M,N,N,329800.0,Working,Incomplete higher,Civil marriage,House / apartment,-10812,-2926,2,148400.0
5003795,F,N,N,152200.0,Working,Secondary / secondary special,Married,House / apartment,-10997,-3755,0,0.0
5003796,F,Y,N,208800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18777,-10989,1,164700.0
5003797,M,N,Y,224200.0,State servant,Incomplete higher,Civil marriage,Co-op apartment,-20103,-6428,1,246900.0
5003798,M,Y,N,200500.0,Commercial associate,Higher education,Married,House / apartment,-20319,-13508,1,130400.0
5003799,F,N,N,756900.0,Working,Higher education,Married,House / apartment,-14109,-7320,1,0.0
5003800,M,N,N,189500.0,Pensioner,Higher education,Married,House / apartment,-22662,365243,0,0.0
5003801,F,Y,Y,296200.0,Working,Secondary / secondary special,Separated,House / apartment,-17008,-5374,0,326500.0
5003802,F,N,N,84200.0,Working,Higher education,Married,House / apartment,-15199,-4758,2,94600.0
5003803,F,N,Y,274200.0,Working,Incomplete higher,Married,With parents,-21581,-9816,1,0.0
5003804,M,N,N,391000.0,Working,Secondary / secondary special,Married,House / apartment,-11851,-2086,1,0.0
5003805,F,N,Y,169700.0,Working,Secondary / secondary special,Married,House / apartment,-22436,-9734,1,179200.0
5003806,F,N,Y,63000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16920,-5409,2,8600.0
5003807,M,N,Y,216700.0,State servant,Secondary / secondary special,Married,House / apartment,-23121,-693,2,0.0
5003808,M,Y,Y,222800.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-11131,365243,0,0.0
5003809,M,Y,Y,317300.0,State servant,Secondary / secondary special,Married,House / apartment,-23739,-12485,0,90200.0
5003810,F,Y,N,603800.0,Working,Secondary / secondary special,Married,House / apartment,-19478,-12146,0,354500.0
5003811,F,N,Y,182700.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18284,-484,3,136300.0
5003812,M,N,Y,144000.0,State servant,Secondary / secondary special,Married,House / apartment,-14915,-6621,1,69000.0
5003813,F,Y,Y,123300.0,Working,Higher education,Married,House / apartment,-24087,-5748,0,55100.0
5003814,M,N,Y,243900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15290,-5180,2,0.0
5003815,F,N,Y,280700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16228,-4918,1,68100.0
5003816,M,N,Y,168200.0,Working,Higher education,Single / not married,House / apartment,-21086,-8082,1,0.0
5003817,F,N,Y,326100.0,Working,Secondary / secondary special,Married,Municipal apartment,-12560,-3056,1,386800.0
5003818,F,N,N,278800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12674,-5232,1,275100.0
5003819,F,Y,Y,225700.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-20979,-9903,2,256000.0
5003820,M,Y,Y,140700.0,Working,Higher education,Married,House / apartment,-9877,-1470,2,80000.0
5003821,M,N,Y,173600.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21797,-10116,1,64400.0
5003822,F,Y,N,65600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18402,365243,1,0.0
5003823,M,Y,Y,248500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16924,365243,2,121300.0
5003824,M,N,Y,223800.0,Working,Higher education,Married,House / apartment,-11603,-4859,2,230900.0
5003825,M,Y,Y,242700.0,Working,Higher education,Married,House / apartment,-21169,-1340,2,103100.0
5003826,F,N,Y,284300.0,Commercial associate,Higher education,Married,Office apartment,-21488,-5781,0,272900.0
5003827,F,Y,Y,267900.0,Working,Higher education,Married,House / apartment,-15960,-8193,1,0.0
5003828,F,N,Y,209000.0,Working,Secondary / secondary special,Married,House / apartment,-14351,-5794,1,92300.0
5003829,M,Y,Y,226300.0,Working,Higher education,Married,House / apartment,-11896,-4987,1,0.0
5003830,M,Y,Y,109500.0,State servant,Higher education,Married,House / apartment,-20617,-734,0,77300.0
5003831,F,N,Y,165000.0,Commercial associate,Higher education,Married,House / apartment,-18647,-10441,0,0.0
5003832,F,N,N,226500.0,Working,Higher education,Civil marriage,House / apartment,-11217,-3714,3,166300.0
5003833,M,N,N,152900.0,Working,Secondary / secondary special,Separated,House / apartment,-21308,-11941,0,0.0
5003834,F,N,Y,339600.0,Commercial associate,Higher education,Married,Municipal apartment,-22814,-8799,1,203900.0
5003835,M,Y,Y,158900.0,Working,Higher education,Married,House / apartment,-8687,-282,1,159300.0
5003836,F,N,N,246100.0,Working,Higher education,Married,House / apartment,-20930,-7823,0,0.0
5003837,M,N,N,234200.0,Working,Secondary / secondary special,Married,House / apartment,-22310,-6065,0,219600.0
5003838,F,N,Y,320800.0,Working,Higher education,Single / not married,House / apartment,-24691,-7786,1,3100.0
5003839,F,Y,N,346600.0,Working,Higher education,Married,House / apartment,-11749,-3878,3,393000.0
5003840,F,N,Y,312500.0,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,-14039,-4522,0,328600.0
5003841,M,N,Y,77100.0,Commercial associate,Higher education,Married,House / apartment,-24256,-4403,1,33100.0
5003842,F,Y,Y,401300.0,Working,Higher education,Married,House / apartment,-9284,-1697,2,354200.0
5003843,F,N,Y,474100.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16660,-1005,2,503800.0
5003844,M,Y,Y,173600.0,Working,Secondary / secondary special,Married,Municipal apartment,-16369,-234,1,0.0
5003845,F,N,Y,248600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18082,-4730,1,297100.0
5003846,F,N,N,141500.0,Working,Secondary / secondary special,Married,House / apartment,-13348,-5173,3,0.0
5003847,F,N,Y,83400.0,Working,Secondary / secondary special,Widow,House / apartment,-23565,-12051,1,90800.0
5003848,F,N,Y,152700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12306,-3233,2,59600.0
5003849,M,Y,Y,168600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18823,-10656,0,0.0
5003850,F,N,Y,185000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16183,-1369,1,210300.0
5003851,M,N,Y,136800.0,Working,Secondary / secondary special,Married,House / apartment,-12248,-5476,1,75700.0
5003852,F,Y,N,153100.0,Pensioner,Higher education,Civil marriage,House / apartment,-10912,365243,0,78600.0
5003853,F,N,Y,219700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24091,365243,2,103100.0
5003854,F,N,Y,150300.0,Working,Higher education,Widow,House / apartment,-17305,-9905,1,34700.0
5003855,M,Y,N,289900.0,State servant,Secondary / secondary special,Single / not married,With parents,-18042,-6945,1,0.0
5003856,M,Y,Y,310600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21110,-1025,1,68400.0
5003857,F,Y,N,726300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9064,365243,0,0.0
5003858,F,N,Y,387800.0,Working,Higher education,Separated,House / apartment,-19923,-6162,0,254500.0
5003859,F,N,Y,249500.0,Commercial associate,Higher education,Single / not married,House / apartment,-10505,-854,2,140700.0
5003860,F,N,Y,162000.0,Commercial associate,Higher education,Married,House / apartment,-20381,-8744,2,0.0
5003861,F,N,Y,255800.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10096,-816,0,0.0
5003862,M,N,Y,260100.0,Commercial associate,Higher education,Married,House / apartment,-21961,-7133,2,0.0
5003863,M,N,N,170900.0,Working,Secondary / secondary special,Married,House / apartment,-19361,-2774,3,109500.0
5003864,M,Y,N,326900.0,Working,Higher education,Married,House / apartment,-14294,-1553,0,161800.0
5003865,M,N,N,109800.0,Working,Secondary / secondary special,Married,Municipal apartment,-13830,-1936,1,50300.0
5003866,F,N,N,195500.0,Pensioner,Secondary / secondary special,Married,Office apartment,-10227,365243,1,61700.0
5003867,F,N,Y,291700.0,Working,Secondary / secondary special,Married,House / apartment,-23189,-603,2,327400.0
5003868,F,N,Y,191300.0,Commercial associate,Higher education,Single / not married,House / apartment,-9705,-2293,1,0.0
5003869,M,N,Y,199200.0,Commercial associate,Secondary / secondary special,Married,With parents,-15774,-2948,1,87800.0
5003870,M,N,N,206200.0,Working,Secondary / secondary special,Married,With parents,-11730,-3654,2,12100.0
5003871,M,Y,Y,145500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-24773,-9610,1,0.0
5003872,M,N,Y,397300.0,Commercial associate,Incomplete higher,Married,House / apartment,-17727,-907,1,0.0
5003873,F,Y,N,132800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10238,365243,0,153300.0
5003874,M,N,Y,259000.0,Working,Higher education,Civil marriage,House / apartment,-19130,-4043,2,0.0
5003875,F,Y,Y,271700.0,Working,Incomplete higher,Single / not married,With parents,-24692,-8360,1,0.0
5003876,M,Y,Y,137500.0,Working,Incomplete higher,Married,House / apartment,-18056,-10560,0,83700.0
5003877,F,Y,Y,229100.0,Working,Higher education,Married,House / apartment,-15521,-3700,2,202800.0
5003878,F,N,N,140200.0,Working,Higher education,Married,House / apartment,-12704,-3184,0,25900.0
5003879,M,Y,N,442800.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9251,-2053,1,0.0
5003880,F,N,Y,125000.0,Working,Secondary / secondary special,Married,House / apartment,-11588,-4063,0,71000.0
5003881,F,N,Y,159300.0,Working,Higher education,Married,House / apartment,-17174,-9801,0,102300.0
5003882,F,Y,N,119800.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-20610,-7070,2,89900.0
5003883,M,Y,Y,112000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22741,365243,0,0.0
5003884,F,N,Y,489500.0,Working,Higher education,Married,House / apartment,-21295,-2979,2,0.0
5003885,F,N,N,289800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9824,-2527,2,74600.0
5003886,F,N,N,237000.0,Working,Higher education,Married,House / apartment,-20948,-1964,1,0.0
5003887,F,N,Y,159100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-17654,365243,1,122800.0
5003888,F,Y,Y,347800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15723,-3933,1,0.0
5003889,F,Y,N,146300.0,State servant,Secondary / secondary special,Married,House / apartment,-17502,-6933,0,70700.0
5003890,F,Y,N,328500.0,Working,Secondary / secondary special,Married,House / apartment,-7808,-910,1,331200.0
5003891,F,N,N,142800.0,Commercial associate,Incomplete higher,Married,House / apartment,-8832,-1704,1,144500.0
